Term,term_full_ID,Pri_Disease_ID,Pri_disease_term
birdshot chorioretinopathy,c11.941.879.780.900.300.318.500,c11,eye diseases
multifocal choroiditis,c11.941.879.780.900.300.489,c11,eye diseases
pars planitis,c11.941.879.780.900.300.659,c11,eye diseases
white dot syndromes,c11.941.879.780.900.650,c11,eye diseases
birdshot chorioretinopathy,c11.941.879.780.900.650.250,c11,eye diseases
multifocal choroiditis,c11.941.879.780.900.650.500,c11,eye diseases
"uveitis, intermediate",c11.941.879.900,c11,eye diseases
pars planitis,c11.941.879.900.500,c11,eye diseases
"uveitis, suppurative",c11.941.879.960,c11,eye diseases
panophthalmitis,c11.941.879.960.580,c11,eye diseases
uveomeningoencephalitic syndrome,c11.941.879.980,c11,eye diseases
vision disorders,c11.966,c11,eye diseases
amblyopia,c11.966.073,c11,eye diseases
blindness,c11.966.075,c11,eye diseases
amaurosis fugax,c11.966.075.125,c11,eye diseases
"blindness, cortical",c11.966.075.250,c11,eye diseases
deaf-blind disorders,c11.966.075.375,c11,eye diseases
usher syndromes,c11.966.075.375.500,c11,eye diseases
wolfram syndrome,c11.966.075.375.750,c11,eye diseases
hemianopsia,c11.966.075.500,c11,eye diseases
color vision defects,c11.966.256,c11,eye diseases
diplopia,c11.966.339,c11,eye diseases
night blindness,c11.966.671,c11,eye diseases
photophobia,c11.966.741,c11,eye diseases
scotoma,c11.966.811,c11,eye diseases
susac syndrome,c11.966.858,c11,eye diseases
"vision, low",c11.966.905,c11,eye diseases
vitreous detachment,c11.980,c11,eye diseases
urogenital diseases,c12,c12,urogenital diseases
female urogenital diseases and pregnancy complications,c12.050,c12,urogenital diseases
female urogenital diseases,c12.050.351,c12,urogenital diseases
"genital diseases, female",c12.050.351.500,c12,urogenital diseases
adnexal diseases,c12.050.351.500.056,c12,urogenital diseases
fallopian tube diseases,c12.050.351.500.056.390,c12,urogenital diseases
fallopian tube neoplasms,c12.050.351.500.056.390.390,c12,urogenital diseases
salpingitis,c12.050.351.500.056.390.890,c12,urogenital diseases
ovarian diseases,c12.050.351.500.056.630,c12,urogenital diseases
anovulation,c12.050.351.500.056.630.050,c12,urogenital diseases
"menopause, premature",c12.050.351.500.056.630.250,c12,urogenital diseases
oophoritis,c12.050.351.500.056.630.450,c12,urogenital diseases
ovarian cysts,c12.050.351.500.056.630.580,c12,urogenital diseases
polycystic ovary syndrome,c12.050.351.500.056.630.580.765,c12,urogenital diseases
ovarian hyperstimulation syndrome,c12.050.351.500.056.630.642,c12,urogenital diseases
ovarian neoplasms,c12.050.351.500.056.630.705,c12,urogenital diseases
brenner tumor,c12.050.351.500.056.630.705.265,c12,urogenital diseases
"carcinoma, endometrioid",c12.050.351.500.056.630.705.331,c12,urogenital diseases
"carcinoma, ovarian epithelial",c12.050.351.500.056.630.705.350,c12,urogenital diseases
granulosa cell tumor,c12.050.351.500.056.630.705.398,c12,urogenital diseases
hereditary breast and ovarian cancer syndrome,c12.050.351.500.056.630.705.431,c12,urogenital diseases
luteoma,c12.050.351.500.056.630.705.464,c12,urogenital diseases
meigs syndrome,c12.050.351.500.056.630.705.531,c12,urogenital diseases
sertoli-leydig cell tumor,c12.050.351.500.056.630.705.648,c12,urogenital diseases
thecoma,c12.050.351.500.056.630.705.765,c12,urogenital diseases
ovarian torsion,c12.050.351.500.056.630.728,c12,urogenital diseases
primary ovarian insufficiency,c12.050.351.500.056.630.750,c12,urogenital diseases
pelvic inflammatory disease,c12.050.351.500.056.750,c12,urogenital diseases
endometritis,c12.050.351.500.056.750.249,c12,urogenital diseases
oophoritis,c12.050.351.500.056.750.500,c12,urogenital diseases
parametritis,c12.050.351.500.056.750.750,c12,urogenital diseases
salpingitis,c12.050.351.500.056.750.875,c12,urogenital diseases
dyspareunia,c12.050.351.500.110,c12,urogenital diseases
endometriosis,c12.050.351.500.163,c12,urogenital diseases
gynatresia,c12.050.351.500.320,c12,urogenital diseases
herpes genitalis,c12.050.351.500.342,c12,urogenital diseases
"infertility, female",c12.050.351.500.498,c12,urogenital diseases
reproductive tract infections,c12.050.351.500.630,c12,urogenital diseases
"tuberculosis, female genital",c12.050.351.500.758,c12,urogenital diseases
uterine diseases,c12.050.351.500.852,c12,urogenital diseases
adenomyosis,c12.050.351.500.852.113,c12,urogenital diseases
endometrial hyperplasia,c12.050.351.500.852.228,c12,urogenital diseases
endometritis,c12.050.351.500.852.299,c12,urogenital diseases
hematometra,c12.050.351.500.852.495,c12,urogenital diseases
pyometra,c12.050.351.500.852.544,c12,urogenital diseases
uterine cervical diseases,c12.050.351.500.852.593,c12,urogenital diseases
uterine cervical dysplasia,c12.050.351.500.852.593.074,c12,urogenital diseases
atypical squamous cells of the cervix,c12.050.351.500.852.593.074.249,c12,urogenital diseases
squamous intraepithelial lesions of the cervix,c12.050.351.500.852.593.074.500,c12,urogenital diseases
uterine cervical erosion,c12.050.351.500.852.593.112,c12,urogenital diseases
uterine cervical incompetence,c12.050.351.500.852.593.120,c12,urogenital diseases
uterine cervical neoplasms,c12.050.351.500.852.593.131,c12,urogenital diseases
uterine cervicitis,c12.050.351.500.852.593.150,c12,urogenital diseases
uterine hemorrhage,c12.050.351.500.852.691,c12,urogenital diseases
menorrhagia,c12.050.351.500.852.691.449,c12,urogenital diseases
metrorrhagia,c12.050.351.500.852.691.622,c12,urogenital diseases
uterine inversion,c12.050.351.500.852.726,c12,urogenital diseases
uterine neoplasms,c12.050.351.500.852.762,c12,urogenital diseases
endometrial neoplasms,c12.050.351.500.852.762.200,c12,urogenital diseases
endometrial stromal tumors,c12.050.351.500.852.762.200.500,c12,urogenital diseases
"sarcoma, endometrial stromal",c12.050.351.500.852.762.200.500.500,c12,urogenital diseases
uterine cervical neoplasms,c12.050.351.500.852.762.850,c12,urogenital diseases
uterine prolapse,c12.050.351.500.852.833,c12,urogenital diseases
uterine retroversion,c12.050.351.500.852.900,c12,urogenital diseases
uterine rupture,c12.050.351.500.852.904,c12,urogenital diseases
uterine perforation,c12.050.351.500.852.904.500,c12,urogenital diseases
vaginal diseases,c12.050.351.500.894,c12,urogenital diseases
hematocolpos,c12.050.351.500.894.300,c12,urogenital diseases
hydrocolpos,c12.050.351.500.894.500,c12,urogenital diseases
vaginal discharge,c12.050.351.500.894.700,c12,urogenital diseases
leukorrhea,c12.050.351.500.894.700.500,c12,urogenital diseases
vaginal fistula,c12.050.351.500.894.767,c12,urogenital diseases
rectovaginal fistula,c12.050.351.500.894.767.249,c12,urogenital diseases
vesicovaginal fistula,c12.050.351.500.894.767.500,c12,urogenital diseases
vaginal neoplasms,c12.050.351.500.894.834,c12,urogenital diseases
vaginismus,c12.050.351.500.894.870,c12,urogenital diseases
vaginitis,c12.050.351.500.894.906,c12,urogenital diseases
atrophic vaginitis,c12.050.351.500.894.906.316,c12,urogenital diseases
trichomonas vaginitis,c12.050.351.500.894.906.633,c12,urogenital diseases
"vaginosis, bacterial",c12.050.351.500.894.906.800,c12,urogenital diseases
vulvovaginitis,c12.050.351.500.894.906.820,c12,urogenital diseases
"candidiasis, vulvovaginal",c12.050.351.500.894.906.820.500,c12,urogenital diseases
vaginismus,c12.050.351.500.919,c12,urogenital diseases
vulvar diseases,c12.050.351.500.944,c12,urogenital diseases
pruritus vulvae,c12.050.351.500.944.626,c12,urogenital diseases
vulvar lichen sclerosus,c12.050.351.500.944.815,c12,urogenital diseases
vulvar neoplasms,c12.050.351.500.944.819,c12,urogenital diseases
vulvitis,c12.050.351.500.944.902,c12,urogenital diseases
vulvar vestibulitis,c12.050.351.500.944.902.368,c12,urogenital diseases
vulvovaginitis,c12.050.351.500.944.902.737,c12,urogenital diseases
"candidiasis, vulvovaginal",c12.050.351.500.944.902.737.500,c12,urogenital diseases
vulvodynia,c12.050.351.500.944.951,c12,urogenital diseases
pelvic floor disorders,c12.050.351.625,c12,urogenital diseases
"tuberculosis, urogenital",c12.050.351.750,c12,urogenital diseases
"tuberculosis, female genital",c12.050.351.750.940,c12,urogenital diseases
"tuberculosis, renal",c12.050.351.750.970,c12,urogenital diseases
urogenital abnormalities,c12.050.351.875,c12,urogenital diseases
bladder exstrophy,c12.050.351.875.132,c12,urogenital diseases
disorders of sex development,c12.050.351.875.253,c12,urogenital diseases
"46, xx disorders of sex development",c12.050.351.875.253.064,c12,urogenital diseases
"46, xx testicular disorders of sex development",c12.050.351.875.253.064.124,c12,urogenital diseases
"gonadal dysgenesis, 46,xx",c12.050.351.875.253.064.249,c12,urogenital diseases
hyperandrogenism,c12.050.351.875.253.064.500,c12,urogenital diseases
adrenogenital syndrome,c12.050.351.875.253.090,c12,urogenital diseases
"adrenal hyperplasia, congenital",c12.050.351.875.253.090.500,c12,urogenital diseases
hyperandrogenism,c12.050.351.875.253.090.750,c12,urogenital diseases
"disorder of sex development, 46,xy",c12.050.351.875.253.096,c12,urogenital diseases
androgen-insensitivity syndrome,c12.050.351.875.253.096.500,c12,urogenital diseases
denys-drash syndrome,c12.050.351.875.253.096.562,c12,urogenital diseases
frasier syndrome,c12.050.351.875.253.096.624,c12,urogenital diseases
"gonadal dysgenesis, 46,xy",c12.050.351.875.253.096.687,c12,urogenital diseases
gonadoblastoma,c12.050.351.875.253.096.687.500,c12,urogenital diseases
kallmann syndrome,c12.050.351.875.253.096.750,c12,urogenital diseases
wagr syndrome,c12.050.351.875.253.096.875,c12,urogenital diseases
gonadal dysgenesis,c12.050.351.875.253.309,c12,urogenital diseases
"gonadal dysgenesis, 46,xx",c12.050.351.875.253.309.193,c12,urogenital diseases
"gonadal dysgenesis, 46,xy",c12.050.351.875.253.309.388,c12,urogenital diseases
gonadoblastoma,c12.050.351.875.253.309.388.500,c12,urogenital diseases
"gonadal dysgenesis, mixed",c12.050.351.875.253.309.391,c12,urogenital diseases
sexual infantilism,c12.050.351.875.253.309.631,c12,urogenital diseases
turner syndrome,c12.050.351.875.253.309.872,c12,urogenital diseases
ovotesticular disorders of sex development,c12.050.351.875.253.343,c12,urogenital diseases
sex chromosome disorders of sex development,c12.050.351.875.253.795,c12,urogenital diseases
freemartinism,c12.050.351.875.253.795.124,c12,urogenital diseases
"gonadal dysgenesis, mixed",c12.050.351.875.253.795.249,c12,urogenital diseases
klinefelter syndrome,c12.050.351.875.253.795.500,c12,urogenital diseases
turner syndrome,c12.050.351.875.253.795.750,c12,urogenital diseases
epispadias,c12.050.351.875.374,c12,urogenital diseases
fraser syndrome,c12.050.351.875.397,c12,urogenital diseases
fused kidney,c12.050.351.875.420,c12,urogenital diseases
hypospadias,c12.050.351.875.466,c12,urogenital diseases
multicystic dysplastic kidney,c12.050.351.875.558,c12,urogenital diseases
"nephritis, hereditary",c12.050.351.875.742,c12,urogenital diseases
retrocaval ureter,c12.050.351.875.811,c12,urogenital diseases
solitary kidney,c12.050.351.875.846,c12,urogenital diseases
urinary fistula,c12.050.351.875.881,c12,urogenital diseases
urinary bladder fistula,c12.050.351.875.881.312,c12,urogenital diseases
vesicovaginal fistula,c12.050.351.875.881.312.733,c12,urogenital diseases
urogenital neoplasms,c12.050.351.937,c12,urogenital diseases
"genital neoplasms, female",c12.050.351.937.418,c12,urogenital diseases
fallopian tube neoplasms,c12.050.351.937.418.365,c12,urogenital diseases
ovarian neoplasms,c12.050.351.937.418.685,c12,urogenital diseases
brenner tumor,c12.050.351.937.418.685.265,c12,urogenital diseases
"carcinoma, endometrioid",c12.050.351.937.418.685.331,c12,urogenital diseases
"carcinoma, ovarian epithelial",c12.050.351.937.418.685.350,c12,urogenital diseases
granulosa cell tumor,c12.050.351.937.418.685.398,c12,urogenital diseases
hereditary breast and ovarian cancer syndrome,c12.050.351.937.418.685.431,c12,urogenital diseases
luteoma,c12.050.351.937.418.685.464,c12,urogenital diseases
meigs syndrome,c12.050.351.937.418.685.531,c12,urogenital diseases
sertoli-leydig cell tumor,c12.050.351.937.418.685.648,c12,urogenital diseases
thecoma,c12.050.351.937.418.685.765,c12,urogenital diseases
uterine neoplasms,c12.050.351.937.418.875,c12,urogenital diseases
endometrial neoplasms,c12.050.351.937.418.875.200,c12,urogenital diseases
"carcinoma, endometrioid",c12.050.351.937.418.875.200.124,c12,urogenital diseases
endometrial stromal tumors,c12.050.351.937.418.875.200.374,c12,urogenital diseases
"sarcoma, endometrial stromal",c12.050.351.937.418.875.200.374.500,c12,urogenital diseases
uterine cervical neoplasms,c12.050.351.937.418.875.850,c12,urogenital diseases
vaginal neoplasms,c12.050.351.937.418.937,c12,urogenital diseases
vulvar neoplasms,c12.050.351.937.418.968,c12,urogenital diseases
urologic neoplasms,c12.050.351.937.820,c12,urogenital diseases
kidney neoplasms,c12.050.351.937.820.535,c12,urogenital diseases
"carcinoma, renal cell",c12.050.351.937.820.535.160,c12,urogenital diseases
wilms tumor,c12.050.351.937.820.535.585,c12,urogenital diseases
denys-drash syndrome,c12.050.351.937.820.535.585.220,c12,urogenital diseases
wagr syndrome,c12.050.351.937.820.535.585.950,c12,urogenital diseases
"nephroma, mesoblastic",c12.050.351.937.820.535.790,c12,urogenital diseases
ureteral neoplasms,c12.050.351.937.820.875,c12,urogenital diseases
urethral neoplasms,c12.050.351.937.820.890,c12,urogenital diseases
urinary bladder neoplasms,c12.050.351.937.820.945,c12,urogenital diseases
urologic diseases,c12.050.351.968,c12,urogenital diseases
kidney diseases,c12.050.351.968.419,c12,urogenital diseases
aids-associated nephropathy,c12.050.351.968.419.050,c12,urogenital diseases
anuria,c12.050.351.968.419.078,c12,urogenital diseases
diabetes insipidus,c12.050.351.968.419.135,c12,urogenital diseases
"diabetes insipidus, nephrogenic",c12.050.351.968.419.135.500,c12,urogenital diseases
"diabetes insipidus, neurogenic",c12.050.351.968.419.135.750,c12,urogenital diseases
wolfram syndrome,c12.050.351.968.419.135.875,c12,urogenital diseases
diabetic nephropathies,c12.050.351.968.419.192,c12,urogenital diseases
hepatorenal syndrome,c12.050.351.968.419.291,c12,urogenital diseases
hydronephrosis,c12.050.351.968.419.307,c12,urogenital diseases
pyonephrosis,c12.050.351.968.419.307.500,c12,urogenital diseases
hyperoxaluria,c12.050.351.968.419.313,c12,urogenital diseases
"hyperoxaluria, primary",c12.050.351.968.419.313.500,c12,urogenital diseases
"hypertension, renal",c12.050.351.968.419.331,c12,urogenital diseases
"hypertension, renovascular",c12.050.351.968.419.331.490,c12,urogenital diseases
kidney cortex necrosis,c12.050.351.968.419.393,c12,urogenital diseases
"kidney diseases, cystic",c12.050.351.968.419.403,c12,urogenital diseases
medullary sponge kidney,c12.050.351.968.419.403.500,c12,urogenital diseases
multicystic dysplastic kidney,c12.050.351.968.419.403.750,c12,urogenital diseases
polycystic kidney diseases,c12.050.351.968.419.403.875,c12,urogenital diseases
"polycystic kidney, autosomal dominant",c12.050.351.968.419.403.875.500,c12,urogenital diseases
"polycystic kidney, autosomal recessive",c12.050.351.968.419.403.875.510,c12,urogenital diseases
kidney neoplasms,c12.050.351.968.419.473,c12,urogenital diseases
"carcinoma, renal cell",c12.050.351.968.419.473.160,c12,urogenital diseases
"nephroma, mesoblastic",c12.050.351.968.419.473.372,c12,urogenital diseases
wilms tumor,c12.050.351.968.419.473.585,c12,urogenital diseases
denys-drash syndrome,c12.050.351.968.419.473.585.220,c12,urogenital diseases
wagr syndrome,c12.050.351.968.419.473.585.950,c12,urogenital diseases
kidney papillary necrosis,c12.050.351.968.419.493,c12,urogenital diseases
nephritis,c12.050.351.968.419.570,c12,urogenital diseases
glomerulonephritis,c12.050.351.968.419.570.363,c12,urogenital diseases
anti-glomerular basement membrane disease,c12.050.351.968.419.570.363.304,c12,urogenital diseases
"glomerulonephritis, iga",c12.050.351.968.419.570.363.608,c12,urogenital diseases
"glomerulonephritis, membranoproliferative",c12.050.351.968.419.570.363.615,c12,urogenital diseases
"glomerulonephritis, membranous",c12.050.351.968.419.570.363.625,c12,urogenital diseases
"glomerulosclerosis, focal segmental",c12.050.351.968.419.570.363.640,c12,urogenital diseases
lupus nephritis,c12.050.351.968.419.570.363.680,c12,urogenital diseases
"nephritis, hereditary",c12.050.351.968.419.570.620,c12,urogenital diseases
"nephritis, interstitial",c12.050.351.968.419.570.643,c12,urogenital diseases
balkan nephropathy,c12.050.351.968.419.570.643.150,c12,urogenital diseases
pyelonephritis,c12.050.351.968.419.570.643.790,c12,urogenital diseases
"pyelonephritis, xanthogranulomatous",c12.050.351.968.419.570.643.790.810,c12,urogenital diseases
pyelitis,c12.050.351.968.419.570.821,c12,urogenital diseases
